X,Y,Z
4.42663,4.69141,21.7926
4.45311,4.91927,21.4192
4.49972,5.16313,21.0671
4.56606,5.42346,20.7376
4.6518,5.70083,20.4322
4.7567,5.99586,20.1526
4.88062,6.30918,19.9004
5.02348,6.6414,19.6776
5.18527,6.99306,19.4865
5.36605,7.36457,19.3295
5.5659,7.75619,19.2092
5.78493,8.16792,19.1287
6.02323,8.59944,19.0911
6.28085,9.05005,19.1
6.55777,9.51854,19.159
6.85385,10.0031,19.2723
7.16877,10.5013,19.444
7.50202,11.0096,19.6783
7.85278,11.5238,19.9795
8.21989,12.0384,20.3517
8.60174,12.5467,20.7985
8.99624,13.0407,21.3231
9.40069,13.511,21.9277
9.81172,13.9467,22.613
10.2252,14.3358,23.3784
10.6363,14.665,24.2209
11.0391,14.9203,25.1348
11.4273,15.0874,26.1116
11.7933,15.1523,27.1394
12.1292,15.1023,28.2026
12.4265,14.9267,29.2823
12.6765,14.6181,30.3563
12.8707,14.1732,31.3999
13.0009,13.5939,32.3867
13.0602,12.8876,33.2904
13.043,12.0678,34.0858
12.9454,11.1533,34.7509
12.7662,10.1679,35.268
12.5064,9.13835,35.6256
12.1696,8.09328,35.8185
11.762,7.06087,35.8482
11.2919,6.06716,35.7228
10.7694,5.13445,35.4553
10.2059,4.28022,35.0627
9.61332,3.5166,34.5646
9.00365,2.85036,33.9809
8.38832,2.28336,33.3314
7.77782,1.81331,32.6341
7.18137,1.43475,31.9049
6.60671,1.13998,31.1571
6.06004,0.919996,30.4016
5.54603,0.76526,29.6466
5.06796,0.666285,28.8985
4.62779,0.614088,28.1616
4.22642,0.600468,27.4391
3.86382,0.618171,26.7327
3.53926,0.660954,26.0437
3.25143,0.723582,25.3726
2.99864,0.801773,24.7196
2.77896,0.892123,24.0844
2.59027,0.992015,23.467
2.43045,1.09951,22.8669
2.29735,1.21328,22.2838
2.18895,1.33246,21.7174
2.1033,1.45666,21.1675
2.03863,1.5858,20.6337
1.99335,1.72012,20.1157
1.96603,1.86008,19.6136
1.95543,2.00636,19.1272
1.96052,2.15979,18.6563
1.98045,2.32138,18.2012
2.01454,2.49223,17.7618
2.06231,2.67356,17.3383
2.12344,2.8667,16.9311
2.19776,3.07307,16.5405
2.2853,3.2942,16.167
2.38619,3.53167,15.8111
2.50073,3.78721,15.4738
2.62938,4.06258,15.1558
2.7727,4.35968,14.8585
2.9314,4.68046,14.5832
3.10631,5.02695,14.3315
3.29837,5.40127,14.1055
3.50866,5.80555,13.9075
3.73835,6.24195,13.7403
3.98871,6.71261,13.6072
4.2611,7.21957,13.5121
4.55695,7.76472,13.4594
4.87772,8.34968,13.4543
5.22492,8.97568,13.5028
5.6,9.64339,13.6117
6.00433,10.3527,13.7888
6.43917,11.1025,14.0427
6.9055,11.8902,14.3831
7.40397,12.7116,14.8207
7.93473,13.5603,15.3666
8.49728,14.4271,16.0328
9.09026,15.2997,16.8312
9.7112,16.162,17.7731
10.3563,16.9935,18.8687
11.02,17.7692,20.1254
11.6949,18.4593,21.5469
12.3714,19.0294,23.1311
13.0372,19.4415,24.8685
13.6776,19.6553,26.74
14.2754,19.6311,28.7153
14.8109,19.3327,30.7519
15.2631,18.7318,32.7952
15.61,17.8126,34.7798
15.8302,16.5761,36.6328
15.9048,15.0437,38.28
15.8187,13.2583,39.6519
15.5627,11.2825,40.6918
15.1347,9.19453,41.3625
14.5407,7.08021,41.6511
13.7946,5.02444,41.5699
12.9176,3.10228,41.1545
11.9361,1.37202,40.4578
10.8797,-0.128667,39.5427
9.77882,-1.38318,38.4742
8.66262,-2.3936,37.313
7.557,-3.17641,36.1106
6.48366,-3.75757,34.9076
5.45954,-4.16786,33.7331
4.4968,-4.43918,32.606
3.6032,-4.60191,31.5369
2.78269,-4.68333,30.5301
2.03609,-4.7069,29.5856
1.36179,-4.69212,28.7008
0.756397,-4.65474,27.8716
0.215284,-4.60722,27.0931
-0.266967,-4.5592,26.3607
-0.69619,-4.51798,25.67
-1.07837,-4.48902,25.0169
-1.41943,-4.4763,24.3982
-1.72512,-4.48267,23.8111
-2.00088,-4.5101,23.2535
-2.2518,-4.55997,22.7236
-2.48262,-4.63319,22.2203
-2.69767,-4.73034,21.7428
-2.90094,-4.85184,21.2906
-3.09603,-4.99795,20.8636
-3.28622,-5.16892,20.462
-3.47449,-5.36495,20.0862
-3.66354,-5.58626,19.737
-3.85581,-5.83312,19.4153
-4.05354,-6.1058,19.1225
-4.25877,-6.40459,18.86
-4.47335,-6.7298,18.6299
-4.69899,-7.08166,18.4341
-4.93726,-7.46034,18.2753
-5.18957,-7.86587,18.1563
-5.4572,-8.29806,18.0803
-5.74128,-8.75641,18.051
-6.0428,-9.24004,18.0724
-6.36252,-9.74755,18.1488
-6.70102,-10.2769,18.2851
-7.05861,-10.8251,18.4861
-7.43526,-11.3884,18.7572
-7.83057,-11.9617,19.1038
-8.24368,-12.5387,19.531
-8.67319,-13.1115,20.0439
-9.11702,-13.6704,20.6466
-9.57236,-14.2041,21.3423
-10.0355,-14.6994,22.1329
-10.5019,-15.1412,23.0178
-10.9659,-15.513,23.9941
-11.4206,-15.7972,25.0554
-11.8582,-15.9755,26.1914
-12.27,-16.0302,27.3874
-12.646,-15.9451,28.6239
-12.9759,-15.7067,29.877
-13.249,-15.3061,31.1184
-13.4547,-14.7399,32.3165
-13.5832,-14.0117,33.4379
-13.626,-13.1329,34.4495
-13.5767,-12.1228,35.3203
-13.4313,-11.0077,36.0243
-13.189,-9.81987,36.5422
-12.8521,-8.59504,36.8628
-12.4264,-7.37004,36.9845
-11.9207,-6.17989,36.914
-11.3467,-5.05547,36.6664
-10.7175,-4.02158,36.2622
-10.0479,-3.09586,35.7262
-9.35273,-2.28857,35.0846
-8.64631,-1.60308,34.3631
-7.94199,-1.03688,33.5853
-7.25148,-0.582924,32.7721
-6.58462,-0.23105,31.9404
-5.94927,0.0307216,31.1039
-5.35127,0.215072,30.2726
-4.79463,0.334535,29.4538
-4.28172,0.400896,28.6524
-3.81345,0.424819,27.8711
-3.38963,0.415657,27.1117
-3.0091,0.38139,26.3746
-2.67005,0.328668,25.6598
-2.37018,0.262897,24.9668
-2.10687,0.188376,24.2948
-1.87735,0.108428,23.643
-1.67877,0.0255469,23.0104
-1.50834,-0.0584717,22.3964
-1.36335,-0.142408,21.8
-1.24126,-0.225511,21.2207
-1.13968,-0.307405,20.6576
-1.05645,-0.388012,20.1102
-0.98961,-0.467484,19.578
-0.937397,-0.546153,19.0606
-0.898273,-0.62449,18.5574
-0.870895,-0.703065,18.0682
-0.854112,-0.78253,17.5925
-0.846954,-0.863597,17.13
-0.848618,-0.947025,16.6805
-0.858459,-1.03361,16.2437
-0.875974,-1.1242,15.8195
-0.900797,-1.21966,15.4075
-0.932683,-1.32089,15.0076
-0.971504,-1.42886,14.6197
-1.01724,-1.54456,14.2437
-1.06997,-1.66905,13.8796
-1.12988,-1.80345,13.5273
-1.19724,-1.94894,13.187
-1.27241,-2.10679,12.8587
-1.35585,-2.27838,12.5426
-1.4481,-2.46518,12.239
-1.54981,-2.66876,11.9483
-1.6617,-2.89085,11.6711
-1.78462,-3.13328,11.4079
-1.91948,-3.39805,11.1596
-2.06734,-3.68732,10.9272
-2.22934,-4.0034,10.712
-2.40674,-4.34877,10.5156
-2.60095,-4.72609,10.3399
-2.81346,-5.13816,10.1871
-3.04593,-5.58793,10.06
-3.30013,-6.07849,9.96192
-3.57797,-6.61299,9.89687
-3.88147,-7.19458,9.86956
-4.21278,-7.82637,9.88563
-4.57414,-8.51122,9.95172
-4.96785,-9.25166,10.0757
-5.39623,-10.0496,10.2666
-5.86157,-10.906,10.5351
-6.36601,-11.8207,10.8934
-6.91148,-12.7915,11.3554
-7.49948,-13.814,11.9367
-8.13093,-14.8805,12.6544
-8.80589,-15.9794,13.5269
-9.52324,-17.0941,14.5733
-10.2803,-18.2018,15.8126
-11.0725,-19.2727,17.2621
-11.8925,-20.269,18.9357
-12.7301,-21.1442,20.8413
-13.5716,-21.8441,22.9772
-14.3988,-22.3073,25.3291
-15.1897,-22.4688,27.8656
-15.9176,-22.2646,30.5355
-16.5523,-21.6383,33.2652
-17.0609,-20.5504,35.9597
-17.4098,-18.9869,38.5069
-17.5676,-16.9678,40.7856
-17.5076,-14.552,42.6789
-17.212,-11.8366,44.0885
-16.6745,-8.94908,44.9501
-15.9019,-6.03325,45.2436
-14.9151,-3.23084,44.9965
-13.7467,-0.663489,44.2785
-12.4383,1.5809,43.189
-11.0364,3.45434,41.8406
-9.58734,4.94731,40.3436
-8.13387,6.08126,38.7935
-6.71236,6.89838,37.2644
-5.35128,7.45125,35.8076
-4.07103,7.79454,34.454
-2.88447,7.97934,33.2179
-1.79809,8.05006,32.1019
-0.813277,8.04331,31.1011
0.0723822,7.9881,30.2064
0.863954,7.90662,29.4066
1.56822,7.81541,28.6908
2.19294,7.72642,28.0482
2.74629,7.6481,27.4697
3.23647,7.58618,26.9472
3.67144,7.54439,26.4742
4.05873,7.52497,26.0452
4.40536,7.52906,25.6561
4.71773,7.55703,25.3036
5.00166,7.60867,24.9853
5.26236,7.68336,24.6996
5.50446,7.78021,24.4453
5.73203,7.89807,24.2217
5.94864,8.03567,24.0285
6.15734,8.19156,23.8657
6.36076,8.36421,23.7337
6.56111,8.55193,23.6328
6.76019,8.75295,23.5637
6.95946,8.96532,23.5271
7.16005,9.18696,23.5236
7.36274,9.4156,23.5541
7.56803,9.64878,23.6192
7.7761,9.88383,23.7196
7.98688,10.1178,23.8557
8.19997,10.3477,24.0276
8.41474,10.5699,24.2354
8.63026,10.781,24.4785
8.84533,10.9771,24.7562
9.05851,11.1543,25.067
9.26809,11.3084,25.409
9.47212,11.4355,25.7795
9.66845,11.5314,26.1752
9.85475,11.5925,26.5921
10.0285,11.6154,27.0254
10.1872,11.597,27.4696
10.3282,11.535,27.9185
10.4489,11.4281,28.3653
10.5468,11.2756,28.803
10.6197,11.0782,29.2242
10.6655,10.8374,29.6213
10.6827,10.5561,29.9873
10.6701,10.2383,30.3153
10.6269,9.88883,30.5993
10.5531,9.51371,30.8342
10.4491,9.11948,31.0159
10.3162,8.71315,31.1418
10.1559,8.30191,31.2102
9.97047,7.89286,31.221
9.76271,7.49278,31.1754
9.53572,7.10785,31.0756
9.29293,6.74349,30.9247
9.03799,6.40426,30.7267
8.77461,6.09378,30.4861
8.50653,5.8147,30.2079
8.23735,5.56874,29.897
7.97049,5.35679,29.5584
7.70912,5.17901,29.1972
7.45611,5.03493,28.8178
7.21399,4.9236,28.4248
6.98495,4.84372,28.022
6.77083,4.79375,27.613
6.57312,4.77201,27.2013
6.39301,4.77679,26.7896
6.23139,4.80641,26.3806
6.08889,4.85926,25.9766
5.96593,4.93387,25.5798
5.86272,5.02892,25.192
5.77934,5.14326,24.815
5.71573,5.2759,24.4505
5.67175,5.42601,24.1001
5.64717,5.59295,23.7652
5.64175,5.77617,23.4473
5.65519,5.97526,23.1479
5.6872,6.1899,22.8685
5.73747,6.41984,22.6107
5.80571,6.66485,22.3761
5.89162,6.92471,22.1664
5.99493,7.19916,21.9832
6.11535,7.48787,21.8286
6.25261,7.7904,21.7044
6.40639,8.10613,21.6127
6.57636,8.43426,21.5557
6.76215,8.77372,21.5355
6.96331,9.12312,21.5546
7.17929,9.48071,21.615
7.40943,9.84429,21.7193
7.65292,10.2112,21.8695
7.90875,10.5783,22.0678
8.1757,10.9416,22.3159
8.45229,11.2969,22.6154
8.73676,11.6391,22.9672
9.02699,11.9624,23.3716
9.32053,12.2606,23.8282
9.61454,12.5268,24.3355
9.90577,12.7539,24.891
10.1906,12.9343,25.4906
10.465,13.0607,26.1289
10.7245,13.1259,26.7989
10.9647,13.1235,27.492
11.1805,13.0479,28.1978
11.3673,12.8953,28.9047
11.5201,12.6635,29.5998
11.6344,12.3526,30.2693
11.7062,11.9651,30.8993
11.7321,11.506,31.4759
11.7095,10.9832,31.9865
11.6369,10.4065,32.4196
11.5138,9.78816,32.766
11.3413,9.14152,33.0193
11.1213,8.48086,33.1755
10.8573,7.82046,33.234
10.5536,7.17399,33.1969
10.2156,6.55379,33.0687
9.84944,5.97045,32.8564
9.46154,5.43241,32.5683
9.05862,4.94586,32.2138
8.64735,4.51469,31.8028
8.23408,4.1407,31.3451
7.82474,3.82385,30.8502
7.42465,3.56259,30.3267
7.03845,3.35421,29.7825
6.67002,3.19521,29.2244
6.32254,3.08159,28.6582
5.99845,3.00915,28.0888
5.69952,2.97373,27.5203
5.42694,2.97134,26.9559
5.18138,2.99829,26.3983
4.96307,3.05129,25.8497
4.77189,3.1275,25.3119
4.60745,3.2245,24.7861
4.46916,3.34033,24.2737
4.35627,3.47346,23.7757
4.26799,3.62275,23.293
4.20347,3.78742,22.8265
4.16186,3.96701,22.377
4.14238,4.16136,21.9453
4.14428,4.37056,21.5325
4.1669,4.59488,21.1394
4.2097,4.8348,20.7672
4.27221,5.09094,20.4169
4.35408,5.36399,20.09
4.45507,5.65476,19.7878
4.57504,5.96407,19.512
4.71395,6.29276,19.2646
4.87183,6.64162,19.0475
5.04881,7.01135,18.8631
5.24506,7.40254,18.7141
5.46081,7.81556,18.6033
5.69628,8.25054,18.534
5.95171,8.70725,18.5098
6.22726,9.185,18.5344
6.52304,9.6826,18.6121
6.83899,10.1982,18.7474
7.17491,10.729,18.9449
7.53031,11.2714,19.2095
7.90442,11.8206,19.546
8.29604,12.3706,19.9592
8.7035,12.914,20.4532
9.12455,13.4417,21.0317
9.55626,13.9431,21.6974
9.99494,14.406,22.4512
10.436,14.8165,23.2924
10.8741,15.1596,24.2175
11.3026,15.4193,25.2202
11.7143,15.5793,26.2904
12.1008,15.6238,27.4144
12.4531,15.5384,28.5739
12.7616,15.3116,29.747
13.0166,14.9355,30.9077
13.2085,14.4077,32.0276
13.3284,13.7316,33.0766
13.3688,12.9177,34.0248
13.3236,11.983,34.8444
13.1896,10.9513,35.5118
12.9658,9.85101,36.0092
12.6543,8.71405,36.3262
12.2603,7.57328,36.4602
11.7916,6.4603,36.4165
11.2584,5.40327,36.2071
10.6729,4.42524,35.8499
10.0482,3.54317,35.3662
9.39765,2.76757,34.7792
8.73464,2.10281,34.1118
8.07146,1.54794,33.3858
7.41911,1.09775,32.6205
6.78697,0.743973,31.832
6.18267,0.476454,31.0337
5.61205,0.284127,30.2356
5.07926,0.155825,29.4452
4.58692,0.0808593,28.6679
4.13631,0.0494128,27.9072
3.72762,0.0527583,27.165
3.36013,0.0833555,26.4426
3.03246,0.134853,25.7403
2.7427,0.20203,25.0579
2.48863,0.280702,24.3953
2.26784,0.367603,23.7517
2.07781,0.460271,23.1267
1.91606,0.556927,22.5195
1.78015,0.656367,21.9297
1.66777,0.757864,21.3566
1.57678,0.861083,20.7997
1.50521,0.966005,20.2586
1.45129,1.07287,19.7329
1.41345,1.18212,19.2223
1.39031,1.29437,18.7264
1.38072,1.41035,18.245
1.38368,1.53094,17.778
1.39841,1.65707,17.3251
1.42427,1.78978,16.8862
1.46082,1.93017,16.4614
1.50776,2.07943,16.0507
1.56493,2.2388,15.654
1.63231,2.40962,15.2716
1.71004,2.59329,14.9037
1.79837,2.79131,14.5506
1.89766,3.00527,14.2128
2.00842,3.23685,13.8908
2.13127,3.48785,13.5854
2.26692,3.76019,13.2974
2.41625,4.05588,13.0281
2.58021,4.37708,12.7787
2.7599,4.72606,12.5508
2.95652,5.10518,12.3466
3.17138,5.51692,12.1683
3.40594,5.96384,12.0188
3.66173,6.44851,11.9014
3.9404,6.97351,11.8201
4.24372,7.54133,11.7797
4.57348,8.15426,11.7856
4.93155,8.81428,11.8443
5.31983,9.52286,11.9631
5.74013,10.2808,12.1507
6.19419,11.0877,12.4168
6.68355,11.9421,12.7725
7.2094,12.8404,13.23
7.77251,13.7768,13.803
8.37294,14.7425,14.5057
9.0099,15.725,15.3533
9.68141,16.7072,16.3606
10.384,17.667,17.5418
11.1123,18.5763,18.9086
11.8587,19.4008,20.4686
12.6129,20.0999,22.2235
13.3616,20.6275,24.166
14.0882,20.9335,26.2778
14.7727,20.9668,28.5262
15.3921,20.6794,30.8628
15.9209,20.0319,33.2228
16.332,19.0001,35.5261
16.5988,17.5809,37.6819
16.697,15.7981,39.5952
16.6071,13.704,41.1772
16.3168,11.3786,42.3549
15.823,8.92259,43.0821
15.1329,6.44693,43.3451
14.2643,4.0603,43.1648
13.2439,1.85653,42.5929
12.1052,-0.0947117,41.703
10.8852,-1.75254,40.5795
9.62143,-3.10431,39.3066
8.34885,-4.16112,37.9597
7.09786,-4.95103,36.6
5.89297,-5.51194,35.2726
4.75248,-5.8854,34.0072
3.68869,-6.11203,32.8206
2.70862,-6.22873,31.72
1.81488,-6.2672,30.7054
1.00667,-6.25363,29.7728
0.280644,-6.20894,28.9159
-0.368315,-6.14942,28.1274
-0.946426,-6.08746,27.4
-1.46053,-6.03226,26.727
-1.9177,-5.99053,26.1023
-2.32499,-5.96702,25.5212
-2.68919,-5.96498,24.9793
-3.01677,-5.98656,24.4736
-3.31375,-6.03308,24.0016
-3.58568,-6.10525,23.5615
-3.83764,-6.20335,23.1521
-4.07421,-6.32736,22.7728
-4.29952,-6.47705,22.4233
-4.51728,-6.65206,22.1038
-4.73075,-6.85188,21.8149
-4.94287,-7.07597,21.5573
-5.15618,-7.32366,21.3322
-5.37293,-7.59423,21.1409
-5.59506,-7.88682,20.9852
-5.82423,-8.20044,20.8669
-6.06185,-8.53388,20.788
-6.30906,-8.88572,20.751
-6.56672,-9.25421,20.7582
-6.83547,-9.63721,20.8124
-7.11564,-10.0321,20.9161
-7.40729,-10.4359,21.0722
-7.71015,-10.8447,21.2833
-8.02361,-11.2541,21.5519
-8.34666,-11.6589,21.8802
-8.67789,-12.0531,22.2698
-9.01541,-12.4299,22.7219
-9.35686,-12.7814,23.2366
-9.69931,-13.0993,23.8129
-10.0393,-13.3744,24.4484
-10.3728,-13.5972,25.1392
-10.6953,-13.758,25.8792
-11.0015,-13.8473,26.6606
-11.2861,-13.8561,27.473
-11.5431,-13.7771,28.3042
-11.7665,-13.6042,29.1398
-11.9503,-13.334,29.9634
-12.0886,-12.966,30.7579
-12.1764,-12.503,31.5051
-12.209,-11.9512,32.1873
-12.1833,-11.3204,32.7881
-12.097,-10.6239,33.293
-11.9497,-9.87734,33.6903
-11.7424,-9.09859,33.9722
-11.478,-8.30631,34.1347
-11.1609,-7.51911,34.1778
-10.7967,-6.75441,34.1056
-10.3925,-6.02766,33.9254
-9.95599,-5.35159,33.6472
-9.49555,-4.73584,33.2827
-9.01958,-4.18686,32.8449
-8.53631,-3.70801,32.3466
-8.05348,-3.29989,31.8006
-7.57812,-2.96081,31.2183
-7.11639,-2.68731,30.6102
-6.67348,-2.47469,29.9852
-6.2536,-2.31746,29.3507
-5.85999,-2.20982,28.713
-5.49497,-2.14594,28.0768
-5.16007,-2.12026,27.446
-4.85609,-2.12765,26.8235
-4.58324,-2.1635,26.2115
-4.34127,-2.22384,25.6117
-4.12953,-2.30528,25.0253
-3.9471,-2.40507,24.4531
-3.7929,-2.52102,23.896
-3.66571,-2.65147,23.3544
-3.56429,-2.79525,22.8288
-3.48738,-2.95162,22.3196
-3.43381,-3.1202,21.8274
-3.40245,-3.30095,21.3525
-3.3923,-3.49412,20.8954
-3.40248,-3.70019,20.4567
-3.43225,-3.91985,20.0371
-3.48101,-4.15396,19.6373
-3.5483,-4.40352,19.2582
-3.63383,-4.66967,18.9009
-3.73741,-4.95362,18.5666
-3.85903,-5.25665,18.2566
-3.99879,-5.58008,17.9726
-4.15692,-5.92525,17.7165
-4.33376,-6.29348,17.4904
-4.52973,-6.68601,17.2967
-4.74536,-7.10398,17.1383
-4.98122,-7.54836,17.0184
-5.23793,-8.01989,16.9406
-5.51613,-8.51898,16.9089
-5.81641,-9.04559,16.9279
-6.13933,-9.59913,17.0026
-6.48531,-10.1783,17.1386
-6.85461,-10.7809,17.3416
-7.24724,-11.4037,17.6182
-7.66289,-12.0421,17.9748
-8.1008,-12.6899,18.4182
-8.55971,-13.3392,18.9551
-9.03765,-13.98,19.5914
-9.53189,-14.6001,20.3324
-10.0387,-15.185,21.1819
-10.5533,-15.7176,22.1414
-11.0698,-16.1787,23.2097
-11.5807,-16.5472,24.3817
-12.0773,-16.8007,25.6478
-12.5496,-16.9168,26.993
-12.9864,-16.874,28.3961
-13.3751,-16.6538,29.8302
-13.703,-16.2425,31.2622
-13.9569,-15.633,32.6543
-14.1246,-14.8271,33.9654
-14.1948,-13.8363,35.1539
-14.159,-12.6824,36.1805
-14.0113,-11.3973,37.0114
-13.7499,-10.0207,37.6213
-13.377,-8.5976,37.9959
-12.899,-7.17447,38.1328
-12.3266,-5.79569,38.0414
-11.6735,-4.49997,37.7413
-10.9561,-3.31781,37.2602
-10.1923,-2.27007,36.6301
-9.40009,-1.36777,35.8847
-8.59686,-0.61292,35.0563
-7.79846,-0.000168666,34.1742
-7.01863,0.481325,33.2629
-6.26864,0.845894,32.3421
-5.55718,1.10963,31.4266
-4.8905,1.28895,30.5269
-4.27256,1.39964,29.6498
-3.70534,1.45613,28.7994
-3.18919,1.47119,27.9774
-2.72315,1.45576,27.1844
-2.30526,1.41899,26.4199
-1.93284,1.36838,25.6826
-1.60271,1.3099,24.9713
-1.31145,1.24826,24.2844
-1.05548,1.18705,23.6205
-0.831228,1.12896,22.9781
-0.63521,1.07592,22.3559
-0.464097,1.02931,21.7529
-0.314756,0.990026,21.1681
-0.184278,0.958622,20.6005
-0.0699877,0.9354,20.0494
0.030551,0.920481,19.5141
0.119544,0.913869,18.994
0.198977,0.915496,18.4886
0.270628,0.925267,17.9973
0.336092,0.943084,17.5199
0.396792,0.968876,17.0559
0.454,1.00261,16.6049
0.508861,1.04432,16.1667
0.562407,1.09409,15.7409
0.615576,1.1521,15.3273
0.669228,1.21859,14.9256
0.724164,1.2939,14.5358
0.781137,1.37846,14.1575
0.84087,1.47281,13.7908
0.904063,1.57756,13.4354
0.971413,1.69346,13.0914
1.04362,1.82135,12.7587
1.12139,1.96219,12.4375
1.20547,2.11709,12.1278
1.29663,2.28725,11.8299
1.39569,2.47405,11.5441
1.50353,2.67898,11.2708
1.62107,2.90372,11.0105
1.74934,3.15009,10.764
1.88941,3.42011,10.5321
2.04248,3.71595,10.3158
2.20983,4.03999,10.1166
2.39285,4.39478,9.93614
2.59304,4.78307,9.77634
2.81204,5.20779,9.63966
3.05162,5.67201,9.52905
3.31366,6.17895,9.44803
3.60019,6.73191,9.40083
3.91336,7.33419,9.3925
4.25544,7.98903,9.42905
4.6288,8.69942,9.51758
5.03586,9.46794,9.66645
5.47907,10.2965,9.88547
5.96081,11.1861,10.186
6.48334,12.136,10.5812
7.04861,13.144,11.0858
7.65815,14.2048,11.7167
8.31281,15.3097,12.4921
9.0125,16.4458,13.4316
9.75583,17.5943,14.5556
10.5397,18.73,15.8839
11.3587,19.8197,17.4344
12.2048,20.8216,19.2208
13.0665,21.6849,21.2495
13.9283,22.3501,23.5162
14.7705,22.7511,26.0021
15.5686,22.8187,28.6692
16.2936,22.4863,31.4572
16.9128,21.6981,34.2822
17.3914,20.4187,37.0378
17.6941,18.6427,39.6012
17.789,16.4035,41.8438
17.6504,13.7768,43.646
17.2631,10.8775,44.9137
16.6245,7.84887,45.5938
15.7469,4.8455,45.6828
14.6568,2.01254,45.2276
13.3924,-0.532603,44.3165
11.9999,-2.71245,43.0634
10.5286,-4.49292,41.5896
9.02648,-5.87879,40.0075
7.53595,-6.90385,38.41
6.09197,-7.6193,36.8654
4.72085,-8.08319,35.4182
3.44044,-8.35256,34.0921
2.26114,-8.47863,32.8956
1.18716,-8.50454,31.8267
0.217993,-8.46493,30.877
-0.650299,-8.38655,30.0352
-1.42392,-8.28945,29.2888
-2.11048,-8.1882,28.6258
-2.71825,-8.09311,28.0352
-3.25574,-8.01123,27.5076
-3.73128,-7.94714,27.0349
-4.15287,-7.90368,26.6105
-4.52795,-7.88235,26.2291
-4.86339,-7.88371,25.8866
-5.16542,-7.90766,25.5797
-5.43965,-7.9536,25.306
-5.69104,-8.0206,25.0639
-5.924,-8.1075,24.8519
-6.14235,-8.21291,24.6695
-6.3494,-8.33535,24.5161
-6.548,-8.4732,24.3916
-6.74052,-8.62475,24.296
-6.92894,-8.78817,24.2294
-7.11487,-8.96155,24.1923
-7.29953,-9.14285,24.1847
-7.48386,-9.32992,24.2072
-7.66847,-9.52047,24.2599
-7.85367,-9.71207,24.343
-8.03951,-9.90215,24.4567
-8.22577,-10.088,24.6006
-8.412,-10.2668,24.7744
-8.59747,-10.4354,24.9774
-8.78127,-10.5909,25.2085
-8.96223,-10.7302,25.4663
-9.13903,-10.8499,25.7488
-9.31012,-10.9472,26.0538
-9.47382,-11.0189,26.3782
-9.62833,-11.0624,26.7187
-9.77173,-11.0751,27.0713
-9.90207,-11.0551,27.4316
-10.0174,-11.0008,27.7948
-10.1157,-10.9114,28.1556
-10.1953,-10.7865,28.5086
-10.2544,-10.6268,28.8481
-10.2916,-10.4336,29.1685
-10.3058,-10.209,29.4644
-10.2962,-9.95597,29.7308
-10.2621,-9.6782,29.9631
-10.2037,-9.37996,30.1573
-10.1214,-9.06604,30.3102
-10.0158,-8.74155,30.4195
-9.8884,-8.4118,30.4839
-9.74074,-8.08207,30.5028
-9.57488,-7.75746,30.4766
-9.39313,-7.44275,30.4067
-9.1981,-7.14226,30.2949
-8.99251,-6.85975,30.144
-8.77924,-6.59835,29.957
-8.56115,-6.36055,29.7375
-8.34109,-6.1482,29.489
-8.1218,-5.96252,29.2155
-7.90587,-5.80417,28.9207
-7.6957,-5.67335,28.6083
-7.49347,-5.5698,28.282
-7.3011,-5.49297,27.9452
-7.12029,-5.44204,27.601
-6.95246,-5.41603,27.2525
-6.79882,-5.41383,26.9023
-6.66032,-5.43433,26.553
-6.53772,-5.47636,26.2069
-6.43158,-5.53882,25.866
-6.34231,-5.62068,25.5325
-6.27014,-5.72097,25.2081
-6.21523,-5.83882,24.8946
-6.17759,-5.97343,24.5937
-6.15717,-6.12413,24.3068
-6.15387,-6.29028,24.0357
-6.16751,-6.47133,23.7819
-6.19789,-6.66677,23.5468
-6.24478,-6.87611,23.3321
-6.30791,-7.09885,23.1393
-6.38701,-7.33447,22.9701
-6.48175,-7.58238,22.826
-6.59181,-7.84193,22.7087
-6.71683,-8.1123,22.6201
-6.85637,-8.39253,22.5618
-7.00999,-8.68147,22.5356
-7.17714,-8.97771,22.5432
-7.3572,-9.27958,22.5864
-7.54943,-9.58507,22.6668
-7.753,-9.89185,22.786
-7.96688,-10.1972,22.9453
-8.18991,-10.4979,23.1458
-8.42071,-10.7905,23.3883
-8.65769,-11.0709,23.6733
-8.89901,-11.3348,24.0005
-9.14259,-11.5774,24.3691
-9.38607,-11.7936,24.7778
-9.62682,-11.9781,25.224
-9.86194,-12.1255,25.7045
-10.0883,-12.2307,26.2148
-10.3025,-12.2884,26.7496
-10.5011,-12.2944,27.3023
-10.6805,-12.2447,27.8653
-10.8369,-12.1366,28.43
-10.9669,-11.9687,28.9871
-11.067,-11.7407,29.5267
-11.1344,-11.4544,30.0387
-11.1664,-11.1128,30.513
-11.161,-10.7211,30.9402
-11.117,-10.2857,31.3118
-11.0339,-9.81468,31.6202
-10.912,-9.31708,31.86
-10.7525,-8.80271,32.0271
-10.5575,-8.28167,32.1195
-10.3299,-7.76394,32.1373
-10.0733,-7.25892,32.0823
-9.79189,-6.7751,31.958
-9.49021,-6.31978,31.7692
-9.17317,-5.89887,31.5218
-8.84574,-5.51682,31.2223
-8.51285,-5.17662,30.8778
-8.17923,-4.87987,30.495
-7.84929,-4.627,30.081
-7.52706,-4.41739,29.642
-7.21609,-4.24962,29.184
-6.91945,-4.12168,28.7124
-6.63967,-4.03117,28.232
