X,Y,Z
8.51845,10.0095,25.4804
8.66755,10.124,25.6536
8.8132,10.2261,25.847
8.95449,10.3136,26.059
9.09041,10.3843,26.2876
9.2198,10.4361,26.5306
9.34143,10.4672,26.7853
9.45401,10.476,27.0488
9.55621,10.4612,27.3179
9.64671,10.4218,27.5891
9.72422,10.3572,27.8588
9.78752,10.2674,28.123
9.8355,10.1526,28.378
9.86722,10.0139,28.6198
9.88189,9.85264,28.8447
9.87896,9.67064,29.0492
9.85813,9.47029,29.2299
9.81935,9.25434,29.384
9.76285,9.0259,29.5091
9.68915,8.7883,29.6034
9.59907,8.54506,29.6655
9.49367,8.29974,29.6947
9.37427,8.05585,29.6908
9.24243,7.8168,29.6542
9.09987,7.58574,29.5859
8.94846,7.36557,29.4872
8.79017,7.15884,29.36
8.62703,6.9677,29.2063
8.4611,6.79396,29.0286
8.29439,6.63898,28.8293
8.12885,6.50381,28.6112
7.96634,6.38908,28.3769
7.80862,6.29516,28.1292
7.65727,6.22212,27.8707
7.51376,6.16981,27.6039
7.37936,6.13787,27.3314
7.25521,6.12583,27.0555
7.14227,6.1331,26.7784
7.04136,6.15902,26.5024
6.95312,6.20288,26.2293
6.8781,6.26397,25.9612
6.81669,6.34156,25.6997
6.76917,6.43495,25.4467
6.73575,6.54344,25.2037
6.71652,6.66636,24.9723
6.7115,6.80305,24.7542
6.72066,6.95286,24.5506
6.74388,7.11515,24.3632
6.78101,7.28926,24.1934
6.83183,7.4745,24.0425
6.8961,7.67012,23.912
6.9735,7.87533,23.8033
7.06368,8.08923,23.7177
7.16624,8.31083,23.6567
7.2807,8.53897,23.6214
7.40653,8.77238,23.6132
7.54311,9.00956,23.6332
7.68976,9.24886,23.6826
7.84567,9.48837,23.7623
8.00994,9.72596,23.8731
8.18154,9.95927,24.0155
8.35931,10.1857,24.1899
8.54195,10.4023,24.3963
8.72798,10.6061,24.6343
8.9158,10.7938,24.9031
9.1036,10.962,25.2013
9.28944,11.1072,25.5272
9.47121,11.2258,25.8783
9.64667,11.3145,26.2514
9.81345,11.37,26.6429
9.96911,11.3895,27.0482
10.1111,11.3705,27.4623
10.2371,11.3112,27.8797
10.3445,11.2104,28.2942
10.4311,11.0678,28.6993
10.4947,10.8842,29.0885
10.5337,10.6611,29.455
10.5464,10.4012,29.7926
10.5319,10.1082,30.0951
10.4895,9.78645,30.3571
10.4192,9.44133,30.5742
10.3214,9.07871,30.7426
10.1972,8.70485,30.8598
10.0479,8.32618,30.9245
9.87576,7.94906,30.9365
9.68309,7.57957,30.8966
9.47274,7.2233,30.8066
9.2478,6.8852,30.6693
9.01154,6.5695,30.4882
8.76733,6.27958,30.2672
8.51856,6.01801,30.0106
8.2685,5.78656,29.723
8.02031,5.58623,29.4088
7.7769,5.41737,29.0726
7.54095,5.27978,28.7187
7.31483,5.17279,28.351
7.10063,5.09539,27.9733
6.9001,5.04633,27.5892
6.71473,5.02421,27.2017
6.54567,5.02757,26.8137
6.39386,5.05495,26.4277
6.25997,5.10493,26.0462
6.14447,5.17619,25.6712
6.04764,5.26752,25.3047
5.96963,5.37785,24.9484
5.91045,5.50624,24.6042
5.87003,5.65189,24.2735
5.84822,5.81411,23.958
5.84481,5.99236,23.6591
5.85956,6.18615,23.3785
5.89222,6.39509,23.1175
5.94251,6.61883,22.8779
6.01014,6.85702,22.6611
6.09483,7.10933,22.4689
6.19628,7.37534,22.3031
6.31418,7.65459,22.1653
6.44822,7.94645,22.0576
6.59805,8.25017,21.9818
6.76326,8.56476,21.9399
6.94341,8.88897,21.9341
7.13796,9.22125,21.9664
7.34629,9.55972,22.0389
7.56764,9.90204,22.1534
7.80108,10.2455,22.312
8.04552,10.5867,22.5163
8.29964,10.9221,22.7676
8.56188,11.2471,23.067
8.8304,11.557,23.4148
9.10306,11.8463,23.811
9.37739,12.1092,24.2544
9.65057,12.3393,24.7431
9.91945,12.5303,25.2741
10.1805,12.6753,25.8431
10.43,12.7682,26.4443
10.6638,12.8028,27.0709
10.8777,12.7738,27.7143
11.0673,12.6771,28.3647
11.2283,12.51,29.0113
11.3565,12.2714,29.6424
11.448,11.9621,30.2455
11.4994,11.5854,30.8084
11.508,11.1466,31.3191
11.4719,10.6532,31.7666
11.39,10.1146,32.1417
11.2625,9.54171,32.4366
11.0904,8.94662,32.6462
10.876,8.34187,32.7679
10.6226,7.73989,32.8013
10.3343,7.15247,32.7488
10.0161,6.59018,32.6147
9.67354,6.06207,32.405
9.31239,5.57533,32.1273
8.93868,5.13522,31.7898
8.55834,4.74511,31.4011
8.17702,4.40658,30.9698
7.79997,4.11968,30.5043
7.43194,3.88315,30.0122
7.07706,3.69477,29.5004
6.73883,3.55164,28.9752
6.42011,3.4504,28.4419
6.12314,3.38752,27.905
5.84958,3.35947,27.3683
5.60057,3.36283,26.835
5.3768,3.39445,26.3077
5.17856,3.45149,25.7887
5.00585,3.53149,25.2797
4.85842,3.63235,24.7824
4.73581,3.75236,24.298
4.63747,3.89015,23.8277
4.56273,4.04474,23.3727
4.51093,4.21542,22.934
4.48138,4.40179,22.5126
4.47342,4.60368,22.1095
4.48645,4.82115,21.7259
4.51992,5.05443,21.3628
4.57337,5.30388,21.0216
4.64642,5.56999,20.7036
4.73878,5.85331,20.4103
4.85023,6.15444,20.1434
4.98065,6.47395,19.9047
5.12998,6.81241,19.6964
5.29822,7.17026,19.5206
5.48543,7.54781,19.38
5.69167,7.94518,19.2772
5.91702,8.3622,19.2154
6.16154,8.79837,19.1978
6.42522,9.25274,19.2279
6.70797,9.72383,19.3097
7.00956,10.2095,19.447
7.32956,10.707,19.6441
7.6673,11.2124,19.905
8.0218,11.7209,20.2339
8.39171,12.2267,20.6346
8.77521,12.7225,21.1103
9.16993,13.1998,21.6638
9.57293,13.6489,22.2965
9.98052,14.0584,23.0086
10.3883,14.416,23.7981
10.7911,14.7083,24.661
11.1828,14.9215,25.5906
11.5567,15.0418,26.5768
11.9052,15.0558,27.6064
12.2202,14.9521,28.6627
12.4934,14.7216,29.7255
12.7162,14.3588,30.7721
12.8805,13.8627,31.7774
12.9787,13.2375,32.7156
13.0046,12.4931,33.5612
12.9535,11.645,34.2909
12.8226,10.7136,34.885
12.6117,9.72368,35.3285
12.3229,8.7022,35.6127
11.9608,7.67707,35.7354
11.5325,6.67509,35.7007
11.0467,5.72026,35.5185
10.5141,4.83251,35.2032
9.94592,4.02684,34.7725
9.35401,3.31298,34.2458
8.74991,2.69561,33.6425
8.14448,2.17495,32.9812
7.54753,1.74751,32.2788
6.96752,1.40709,31.55
6.41148,1.14567,30.8067
5.8849,0.954266,30.0586
5.39184,0.823576,29.3132
4.93501,0.744535,28.5759
4.51596,0.708668,27.8506
4.13523,0.708326,27.14
3.79254,0.736808,26.4455
3.48697,0.788394,25.7682
3.21711,0.858331,25.1086
2.98123,0.942767,24.4666
2.77739,1.03868,23.8423
2.60352,1.14377,23.2354
2.45754,1.25638,22.6455
2.33742,1.3754,22.0725
2.24122,1.5002,21.5161
2.16712,1.63052,20.9759
2.11346,1.76643,20.4519
2.07876,1.90829,19.9439
2.06171,2.05668,19.4517
2.06121,2.21235,18.9754
2.07632,2.37624,18.515
2.10631,2.54942,18.0706
2.15062,2.73307,17.6424
2.20887,2.92849,17.2307
2.28083,3.13709,16.8359
2.36646,3.36035,16.4585
2.46585,3.59987,16.0991
2.57925,3.85733,15.7586
2.70706,4.1345,15.4378
2.8498,4.43322,15.1381
3.00814,4.75542,14.8607
3.18287,5.10312,14.6075
3.3749,5.47835,14.3804
3.58524,5.88321,14.1818
3.81504,6.3198,14.0146
4.06551,6.79015,13.8819
4.33798,7.29622,13.7878
4.6338,7.83978,13.7366
4.9544,8.42232,13.7336
5.30119,9.04491,13.7847
5.67556,9.70804,13.8966
6.07881,10.4114,14.077
6.51207,11.1537,14.3345
6.97623,11.932,14.6786
7.47181,12.742,15.1195
7.99883,13.577,15.6684
8.55665,14.4276,16.3366
9.14375,15.2814,17.1355
9.75751,16.122,18.0758
10.394,16.9291,19.1669
11.0475,17.6779,20.4154
11.7105,18.3391,21.8239
12.3734,18.8789,23.3896
13.0239,19.2606,25.1018
13.6476,19.4454,26.9409
14.2274,19.3955,28.8763
14.7442,19.0769,30.8657
15.1775,18.4636,32.8554
15.5061,17.542,34.7816
15.7097,16.3151,36.5741
15.7702,14.805,38.1619
15.6737,13.0544,39.479
15.4118,11.1246,40.4723
14.983,9.09118,41.1076
14.3939,7.03636,41.3735
13.6581,5.04104,41.283
12.7964,3.17642,40.8706
11.8344,1.49768,40.1872
10.8007,0.0404209,39.2928
9.7247,-1.17969,38.2494
8.63426,-2.16461,37.1146
7.55437,-2.92995,35.938
6.50594,-3.50031,34.7583
5.50532,-3.905,33.6037
4.56428,-4.17446,32.4926
3.69041,-4.33777,31.4356
2.88759,-4.42118,30.4373
2.15671,-4.44735,29.4979
1.49631,-4.43518,28.6154
0.90316,-4.40004,27.786
0.37284,-4.3541,27.0053
-0.0998542,-4.30685,26.2689
-0.520554,-4.26551,25.5727
-0.89505,-4.23549,24.913
-1.22909,-4.22077,24.2865
-1.52826,-4.2242,23.6908
-1.79786,-4.24782,23.1236
-2.04285,-4.29301,22.5833
-2.26787,-4.36074,22.0688
-2.47715,-4.45164,21.5792
-2.6746,-4.56618,21.114
-2.86376,-4.70469,20.6731
-3.04785,-4.86747,20.2565
-3.22982,-5.0548,19.8647
-3.41231,-5.26701,19.4983
-3.59778,-5.50444,19.158
-3.78845,-5.76751,18.8452
-3.98636,-6.05666,18.5612
-4.19339,-6.37236,18.3076
-4.41128,-6.71508,18.0866
-4.64166,-7.08523,17.9006
-4.88602,-7.48317,17.7521
-5.14574,-7.90905,17.6443
-5.42207,-8.36283,17.5808
-5.71614,-8.84414,17.5654
-6.02894,-9.35216,17.6025
-6.36127,-9.88549,17.697
-6.71369,-10.442,17.8539
-7.08652,-11.0188,18.0788
-7.47975,-11.6117,18.3776
-7.89294,-12.2153,18.756
-8.32518,-12.8228,19.22
-8.77494,-13.4255,19.775
-9.23999,-14.013,20.4258
-9.71729,-14.5727,21.1759
-10.2028,-15.0901,22.0272
-10.6916,-15.5486,22.9795
-11.1773,-15.9299,24.0291
-11.6525,-16.2144,25.1688
-12.1087,-16.3822,26.387
-12.5361,-16.4137,27.667
-12.9238,-16.2913,28.9869
-13.2606,-16.0008,30.3194
-13.5346,-15.5332,31.6326
-13.7345,-14.8862,32.8915
-13.8496,-14.0656,34.0589
-13.8712,-13.0858,35.0987
-13.7927,-11.9702,35.9779
-13.6104,-10.7502,36.6695
-13.3244,-9.46272,37.1548
-12.9382,-8.14827,37.4248
-12.4592,-6.84738,37.4811
-11.8981,-5.59764,37.3347
-11.268,-4.43101,37.0051
-10.5843,-3.372,36.5176
-9.86308,-2.43675,35.9007
-9.12045,-1.63312,35.1837
-8.37172,-0.961607,34.3944
-7.63071,-0.416668,33.5577
-6.9093,0.0115942,32.6947
-6.21721,0.335847,31.822
-5.56191,0.570111,30.9525
-4.94871,0.728627,30.0954
-4.38097,0.825037,29.2568
-3.86037,0.871848,28.4405
-3.38715,0.880135,27.6484
-2.96042,0.859425,26.8813
-2.57844,0.817713,26.139
-2.23882,0.761553,25.4209
-1.93878,0.696196,24.726
-1.67529,0.625758,24.0531
-1.44518,0.553379,23.4012
-1.24533,0.481385,22.7692
-1.07265,0.411431,22.156
-0.924246,0.344631,21.5608
-0.797358,0.28167,20.9826
-0.689455,0.2229,20.4209
-0.59822,0.168416,19.8748
-0.521556,0.118125,19.3438
-0.457588,0.0717968,18.8273
-0.40465,0.0291057,18.3249
-0.361274,-0.0103355,17.8361
-0.32618,-0.0469515,17.3605
-0.298257,-0.0811858,16.8978
-0.27655,-0.113487,16.4474
-0.260244,-0.144301,16.0091
-0.24865,-0.174064,15.5826
-0.241191,-0.203199,15.1675
-0.237392,-0.232118,14.7635
-0.236864,-0.261219,14.3704
-0.2393,-0.290891,13.9878
-0.244459,-0.321513,13.6155
-0.252164,-0.353462,13.2532
-0.262294,-0.387114,12.9006
-0.274776,-0.422847,12.5576
-0.289583,-0.461051,12.2239
-0.30673,-0.502125,11.8993
-0.32627,-0.54649,11.5835
-0.348292,-0.594587,11.2764
-0.372921,-0.646888,10.9778
-0.400318,-0.703898,10.6874
-0.430676,-0.766165,10.4053
-0.464225,-0.834279,10.1311
-0.50123,-0.908888,9.8648
-0.541996,-0.990699,9.60629
-0.586866,-1.08048,9.35549
-0.636228,-1.1791,9.11235
-0.690515,-1.28748,8.87686
-0.750211,-1.40665,8.64903
-0.815855,-1.53776,8.42895
-0.888045,-1.68205,8.21672
-0.967446,-1.84091,8.01254
-1.05479,-2.01587,7.81669
-1.1509,-2.20861,7.6295
-1.25667,-2.42096,7.45147
-1.3731,-2.65498,7.28319
-1.50129,-2.91289,7.12542
-1.64245,-3.19715,6.97914
-1.79792,-3.51044,6.84555
-1.96917,-3.85567,6.72611
-2.15782,-4.23604,6.62267
-2.36564,-4.65496,6.53748
-2.59457,-5.11614,6.47326
-2.84673,-5.6235,6.43338
-3.12441,-6.18121,6.42191
-3.43009,-6.79359,6.44379
-3.76644,-7.46505,6.50498
-4.1363,-8.19999,6.61268
-4.54267,-9.00264,6.77552
-4.98867,-9.87677,7.0038
-5.47748,-10.8254,7.30975
-6.01227,-11.8505,7.70778
-6.59609,-12.952,8.21473
-7.23168,-14.1275,8.84999
-7.92127,-15.3711,9.63565
-8.66625,-16.6721,10.5963
-9.46684,-18.0136,11.7586
-10.3215,-19.371,13.1503
-11.2265,-20.7101,14.799
-12.1748,-21.985,16.7294
-13.1558,-23.1373,18.9599
-14.154,-24.0952,21.4982
-15.1481,-24.7745,24.3354
-16.1107,-25.0819,27.4393
-17.0079,-24.9214,30.7485
-17.7992,-24.2047,34.1671
-18.4398,-22.865,37.5642
-18.8823,-20.8727,40.7788
-19.0813,-18.2511,43.6326
-18.9983,-15.0857,45.9516
-18.607,-11.5243,47.5922
-17.8988,-7.76352,48.4674
-16.8852,-4.02246,48.5646
-15.599,-0.509862,47.9487
-14.0901,2.60703,46.7496
-12.4203,5.22278,45.1356
-10.656,7.29886,43.2833
-8.86054,8.85446,41.3513
-7.08904,9.94892,39.4641
-5.38525,10.6621,37.7064
-3.78051,11.0782,36.1267
-2.29464,11.2747,34.7445
-0.937707,11.3167,33.5593
0.287732,11.2556,32.5583
1.38452,11.13,31.7224
2.35907,10.9671,31.0306
3.21987,10.786,30.4618
3.97648,10.5988,29.9968
4.63872,10.4134,29.6184
5.21619,10.2342,29.3116
5.718,10.0635,29.0638
6.15255,9.90202,28.8642
6.52749,9.74984,28.7037
6.84973,9.6064,28.5747
7.1254,9.47098,28.4707
7.35995,9.34273,28.3863
7.55823,9.22087,28.317
7.72449,9.1047,28.2588
7.86252,8.99366,28.2085
7.97563,8.88733,28.1634
8.0668,8.78542,28.1212
8.13866,8.68779,28.08
8.19358,8.5944,28.0383
8.23366,8.50532,27.9948
8.26082,8.4207,27.9486
8.27681,8.34074,27.8989
8.2832,8.2657,27.8453
8.28145,8.19586,27.7874
8.27289,8.13151,27.7251
8.25876,8.07293,27.6585
8.24017,8.02041,27.5877
8.2182,7.97418,27.5129
8.1938,7.93447,27.4345
8.16786,7.90146,27.3531
8.14122,7.87528,27.2691
8.11463,7.85604,27.183
8.08877,7.84377,27.0956
8.06427,7.83849,27.0075
8.04169,7.84014,26.9195
8.02154,7.84863,26.8321
8.00425,7.86383,26.7461
7.9902,7.88555,26.6624
7.97974,7.91357,26.5814
7.97312,7.94764,26.5041
7.97057,7.98743,26.431
7.97226,8.03262,26.3628
7.97829,8.08281,26.3002
7.98875,8.1376,26.2437
8.00363,8.19653,26.194
8.02292,8.25912,26.1515
8.04654,8.32483,26.1167
8.07437,8.39312,26.0901
8.10625,8.4634,26.0721
8.14196,8.53505,26.0629
8.18127,8.60741,26.0628
8.22388,8.67983,26.072
8.26948,8.75158,26.0906
8.31769,8.82197,26.1185
8.36812,8.89024,26.1558
8.42033,8.95566,26.2023
8.47386,9.01748,26.2576
8.52823,9.07495,26.3216
8.5829,9.12734,26.3936
8.63734,9.17395,26.4732
8.691,9.21409,26.5596
8.74331,9.24713,26.6521
8.79369,9.27251,26.7499
8.84157,9.28971,26.852
8.88639,9.29832,26.9573
8.92758,9.29799,27.0647
8.96462,9.28851,27.1731
8.99701,9.26976,27.2811
9.02429,9.24174,27.3876
9.04603,9.20458,27.4913
9.06189,9.15856,27.5908
9.07155,9.10405,27.685
9.0748,9.04158,27.7726
9.07148,8.9718,27.8525
9.06151,8.89545,27.9237
9.04491,8.81342,27.9851
9.02176,8.72663,28.036
8.99224,8.63611,28.0757
8.95663,8.54295,28.1036
8.91526,8.44824,28.1193
8.86856,8.35312,28.1226
8.81702,8.25871,28.1135
8.76119,8.16612,28.092
8.70168,8.0764,28.0583
8.63915,7.99056,28.0129
8.57429,7.90954,27.9562
8.50782,7.83421,27.8889
8.44046,7.76532,27.8117
8.37294,7.70356,27.7255
8.306,7.64951,27.6311
8.24035,7.60365,27.5297
8.17668,7.56637,27.4221
8.11565,7.53796,27.3095
8.05788,7.51862,27.193
8.00396,7.50845,27.0737
7.95441,7.50751,26.9527
7.90972,7.51574,26.8312
7.87032,7.53303,26.7102
7.83659,7.55921,26.5908
7.80885,7.59406,26.4741
7.78737,7.63728,26.3611
7.77236,7.68853,26.2529
7.76398,7.74744,26.1504
7.76233,7.81357,26.0545
7.76745,7.88645,25.9663
7.77935,7.96555,25.8864
7.79797,8.05032,25.8158
7.8232,8.14014,25.7551
7.8549,8.23436,25.7051
7.89284,8.33228,25.6665
7.93679,8.43314,25.6397
7.98642,8.53614,25.6253
8.04139,8.64043,25.6237
8.1013,8.74512,25.6352
8.16568,8.84925,25.66
8.23404,8.95183,25.6984
8.30582,9.05183,25.7502
8.38042,9.14818,25.8153
8.45719,9.23978,25.8936
8.53545,9.32553,25.9845
8.61446,9.4043,26.0876
8.69344,9.475,26.202
8.7716,9.53656,26.327
8.8481,9.58794,26.4615
8.92208,9.62819,26.6042
8.99269,9.65645,26.7538
9.05907,9.67195,26.9087
9.12036,9.67409,27.0673
9.17573,9.66241,27.2279
9.2244,9.63664,27.3884
9.26562,9.59669,27.5469
9.29873,9.5427,27.7015
9.32313,9.47503,27.8502
9.33832,9.39425,27.9909
9.34391,9.30116,28.1217
9.33963,9.19677,28.2409
9.32535,9.0823,28.3468
9.30104,8.95914,28.4378
9.26685,8.82883,28.5128
9.22305,8.69303,28.5706
9.17005,8.55347,28.6104
9.10839,8.41196,28.6319
9.03875,8.27029,28.6345
8.9619,8.13023,28.6185
8.87873,7.9935,28.5839
8.79021,7.86172,28.5314
8.69736,7.73639,28.4617
8.60126,7.61887,28.3755
8.50303,7.51038,28.2742
8.40376,7.41197,28.1588
8.30458,7.3245,28.0308
8.20657,7.2487,27.8916
8.11079,7.18511,27.7427
8.01822,7.13413,27.5856
7.92981,7.09601,27.422
7.84643,7.07088,27.2535
7.76888,7.05875,27.0815
7.69786,7.05952,26.9078
7.63403,7.073,26.7336
7.57793,7.09895,26.5607
7.53003,7.13702,26.3904
7.49073,7.18686,26.224
7.46034,7.24802,26.0631
7.43911,7.32004,25.9088
7.4272,7.40241,25.7624
7.42472,7.49457,25.6252
7.43171,7.59595,25.4983
7.44813,7.7059,25.3829
7.47391,7.82377,25.28
7.5089,7.94882,25.1906
7.55289,8.08029,25.1157
7.60563,8.21734,25.0562
7.6668,8.35906,25.0131
7.73603,8.50447,24.9869
7.81287,8.65252,24.9785
7.89683,8.80206,24.9884
7.98736,8.95186,25.0171
8.08381,9.10059,25.065
8.18549,9.24684,25.1323
8.29162,9.38911,25.219
8.40137,9.5258,25.325
8.51381,9.65528,25.45
8.62796,9.77583,25.5933
8.74275,9.88572,25.7543
8.85704,9.9832,25.9318
8.96966,10.0665,26.1245
9.07935,10.1341,26.3308
9.18482,10.1843,26.5488
9.28477,10.2158,26.7762
9.37787,10.2272,27.0107
9.46281,10.2177,27.2495
9.5383,10.1866,27.4897
9.60313,10.1334,27.7283
9.65616,10.0581,27.962
9.69635,9.96124,28.1876
9.72284,9.84344,28.4018
9.7349,9.70594,28.6015
9.73201,9.55033,28.7836
9.71384,9.37856,28.9455
9.68031,9.19293,29.0846
9.63157,8.99601,29.1989
9.56802,8.79057,29.2868
9.49027,8.57955,29.3469
9.3992,8.36593,29.3785
9.29587,8.1527,29.3814
9.18156,7.94276,29.3558
9.05768,7.73886,29.3022
8.9258,7.54352,29.2218
8.78757,7.35903,29.1159
8.64471,7.18738,28.9861
8.49898,7.03026,28.8345
8.35211,6.88903,28.6631
8.2058,6.76476,28.4741
8.0617,6.65821,28.2699
7.92135,6.56987,28.0528
7.7862,6.49999,27.8251
7.65758,6.44861,27.5892
7.53668,6.41558,27.3473
7.42457,6.40061,27.1016
7.32218,6.40331,26.8541
7.23029,6.42318,26.6068
7.14958,6.45968,26.3617
7.08059,6.51221,26.1206
7.02375,6.58016,25.8852
6.97939,6.6629,25.6571
6.94774,6.75979,25.4379
6.92895,6.8702,25.2292
6.92307,6.99349,25.0325
6.93011,7.129,24.8491
6.95,7.27607,24.6805
6.98261,7.43401,24.528
7.02775,7.6021,24.3931
7.08518,7.77957,24.2768
7.15462,7.96557,24.1806
7.23572,8.15917,24.1057
7.32806,8.35936,24.0533
7.43119,8.56498,24.0244
7.54457,8.77477,24.0203
7.66759,8.98727,24.0418
7.79956,9.2009,24.0897
7.93969,9.41387,24.165
8.08711,9.62422,24.268
8.24082,9.82979,24.3992
8.39972,10.0282,24.5586
8.56257,10.217,24.746
8.72802,10.3935,24.961
8.89456,10.5548,25.2025
9.06058,10.6981,25.4692
9.22433,10.8204,25.7594
9.38393,10.9189,26.0706
9.53743,10.9907,26.4
9.68276,11.0334,26.7442
9.81782,11.0447,27.0994
9.94051,11.0227,27.4611
10.0487,10.966,27.8245
10.1405,10.874,28.1844
10.2138,10.7465,28.5355
10.2671,10.5844,28.8722
10.2988,10.389,29.189
10.3078,10.1626,29.4805
10.2933,9.90841,29.7419
10.2548,9.63002,29.9687
10.1923,9.33183,30.1571
10.1063,9.01865,30.304
9.99753,8.69561,30.4074
9.86733,8.36798,30.4659
9.7174,8.04098,30.4791
9.54976,7.71966,30.4477
9.36675,7.40871,30.373
9.17094,7.11235,30.257
8.96508,6.83424,30.1024
8.752,6.57741,29.9124
8.53454,6.34426,29.6904
8.31551,6.13655,29.4401
8.09762,5.95543,29.1653
7.8834,5.80152,28.8698
7.67521,5.67493,28.5573
7.47518,5.57541,28.2314
7.2852,5.50236,27.8953
7.10692,5.45496,27.5523
6.94172,5.43223,27.2052
6.79078,5.43308,26.8568
6.65501,5.45638,26.5096
6.53514,5.501,26.1658
6.43173,5.56586,25.8276
6.34514,5.64993,25.4968
6.27562,5.75226,25.1754
6.22328,5.872,24.865
6.18816,6.00838,24.5674
6.17018,6.16071,24.2841
6.16923,6.32838,24.0166
6.18515,6.51084,23.7666
6.21771,6.70757,23.5355
6.2667,6.91809,23.325
6.33184,7.14188,23.1365
6.41284,7.37841,22.9717
6.5094,7.62708,22.8323
6.62117,7.88719,22.7199
6.74777,8.15792,22.6363
6.88879,8.43827,22.5831
7.04373,8.72705,22.5622
7.21207,9.0228,22.5753
7.39314,9.32381,22.624
7.58621,9.62802,22.71
7.79039,9.93305,22.8348
8.00465,10.2361,22.9997
8.2278,10.534,23.2057
8.45842,10.8231,23.4536
8.69489,11.0994,23.7437
8.93535,11.3585,24.0756
9.17767,11.5956,24.4485
9.41946,11.8056,24.8608
9.65807,11.9832,25.3098
9.89059,12.1232,25.7922
10.1139,12.2204,26.3035
10.3245,12.2697,26.838
10.519,12.267,27.3891
10.6938,12.2086,27.9491
10.8453,12.0919,28.5094
10.97,11.9158,29.0605
11.0645,11.6803,29.5928
11.1261,11.3872,30.096
11.1522,11.0402,30.5604
11.141,10.6442,30.9767
11.0913,10.2062,31.3365
11.0028,9.73403,31.6329
10.8759,9.23698,31.8603
10.7121,8.72476,32.0153
10.5133,8.20739,32.0962
10.2827,7.69467,32.1032
10.0239,7.1958,32.0383
9.74111,6.71905,31.9052
9.4389,6.27144,31.709
9.12216,5.85865,31.4553
8.79581,5.48486,31.151
8.46471,5.15286,30.8027
8.13353,4.86409,30.4175
7.80658,4.61882,30.002
7.48781,4.41635,29.5625
7.18066,4.25519,29.1048
6.88811,4.1333,28.6343
6.61263,4.04828,28.1554
6.3562,3.99752,27.6723
6.12033,3.97838,27.1884
5.90613,3.98826,26.7069
5.71435,4.02475,26.2303
5.54539,4.08563,25.7608
5.39941,4.16895,25.3004
5.27637,4.27302,24.8508
5.17603,4.39646,24.4136
5.09807,4.53813,23.9901
5.04208,4.69717,23.5817
5.00759,4.87297,23.1897
4.99413,5.06512,22.8154
5.00123,5.2734,22.4599
5.02844,5.49774,22.1247
5.07537,5.73819,21.8112
5.14165,5.99492,21.5208
5.22698,6.26811,21.2551
5.33109,6.55798,21.016
5.45378,6.86473,20.8051
5.59488,7.18847,20.6247
5.75424,7.52923,20.4769
5.93174,7.88683,20.3641
6.12725,8.2609,20.2889
6.34061,8.65077,20.254
6.57163,9.05541,20.2624
6.82,9.47334,20.3172
7.08534,9.90257,20.4215
7.36706,10.3405,20.5785
7.66441,10.7838,20.7916
7.97635,11.2285,21.0636
8.30156,11.6695,21.3976
8.63836,12.1009,21.7957
8.98461,12.5158,22.2598
9.33773,12.9064,22.7907
9.6946,13.2638,23.3881
10.0515,13.5782,24.0503
10.4042,13.8395,24.7738
10.7477,14.0367,25.553
11.0766,14.1593,26.3803
11.3849,14.1972,27.2452
11.6661,14.1411,28.1349
11.9136,13.984,29.0344
12.1207,13.7209,29.9261
12.2807,13.3502,30.7912
12.3876,12.874,31.6096
12.4363,12.2981,32.3614
12.4224,11.6327,33.0279
12.3435,10.8918,33.5922
12.1983,10.0926,34.0408
11.9877,9.25478,34.3642
11.7144,8.39931,34.5573
11.3829,7.54717,34.6197
10.9993,6.71819,34.5556
10.5712,5.92994,34.373
10.1071,5.19693,34.0833
9.61608,4.53011,33.6997
9.10749,3.93673,33.2366
8.59041,3.42044,32.7089
8.07341,2.98172,32.1304
7.56424,2.61844,31.5144
7.06966,2.32642,30.872
6.59534,2.10011,30.2133
6.14582,1.93313,29.5461
5.72455,1.81878,28.877
5.33397,1.75039,28.2111
4.97561,1.72163,27.5521
4.65021,1.7267,26.9031
4.35786,1.76044,26.2659
4.09812,1.8184,25.6422
3.87015,1.89684,25.033
3.67282,1.9927,24.4388
3.50481,2.10357,23.8603
3.36468,2.22763,23.2978
3.25098,2.36356,22.7514
3.16224,2.51056,22.2216
3.09707,2.66818,21.7084
3.05418,2.83635,21.2121
3.0324,3.0153,20.7331
3.03069,3.20551,20.2717
3.04817,3.40768,19.8282
3.08412,3.62269,19.4034
3.13798,3.85159,18.9977
3.20934,4.09557,18.6119
3.29796,4.35591,18.247
3.40376,4.634,17.9041
3.52678,4.9313,17.5844
3.66723,5.24932,17.2894
3.82544,5.58961,17.0208
4.00186,5.95372,16.7808
4.19704,6.34316,16.5716
4.41166,6.75938,16.3959
4.64643,7.20372,16.2569
4.90216,7.67732,16.1581
5.17967,8.18106,16.1035
5.47981,8.71545,16.0978
5.80338,9.28051,16.1462
6.15109,9.87563,16.2542
6.52354,10.4994,16.4282
6.92112,11.1493,16.675
7.34394,11.8216,17.002
7.7917,12.5111,17.4168
8.26364,13.2106,17.9272
8.75833,13.9108,18.5408
9.27358,14.6002,19.2647
9.80624,15.2643,20.105
10.352,15.8858,21.0657
10.9054,16.4448,22.1484
11.4594,16.9185,23.3512
12.0053,17.282,24.6672
12.5329,17.5093,26.0842
13.0306,17.5743,27.5831
13.485,17.4529,29.1376
13.8818,17.125,30.7141
14.2061,16.577,32.2723
